car name,engine_capacity,cylinder,horse_power,top_speed,seats,price_in_usd
Ford F-150 Raptor 2021 3.5L EcoBoost Super Cab (Luxury Range),3.5,4.0,422.0,170.0,5.0,65104.16666666667
Audi Q7 2021 40 TFSI CS quattro (252 HP),2.0,4.0,252.0,210.0,5.0,67382.8125
BMW 5 Series 2021 530i,2.0,4.0,252.0,250.0,5.0,74707.03125
Mercedes-Benz GLA 2021 AMG 45 4MATIC,2.0,4.0,381.0,250.0,5.0,65104.16666666667
Mercedes-Benz SLC 2021 43 AMG,3.0,6.0,367.0,250.0,2.0,66731.77083333334
Chevrolet Suburban 2021 5.3L RS 4WD,5.3,4.0,355.0,175.0,9.0,47106.8754254595
Chevrolet Suburban 2021 5.3L Premium 4WD,5.3,4.0,355.0,175.0,9.0,47106.8754254595
Mercedes-Benz E-Class Saloon 2021 E 300,2.0,4.0,245.0,250.0,5.0,68359.375
Land Rover Discovery 2021 2.0T HSE (300 HP),2.0,4.0,300.0,201.0,7.0,76009.11458333334
Chevrolet Camaro Convertible 2021 6.2L ZL1,6.2,8.0,650.0,250.0,2.0,74544.27083333334
Toyota Land Cruiser 2021 4.0L GXR GT,4.0,6.0,271.0,200.0,8.0,68359.375
Mercedes-Benz E-Class Coupe 2021 E 300,2.0,4.0,245.0,250.0,4.0,69986.97916666667
Audi A7 2021 40 TFSI (252 HP),2.0,4.0,252.0,250.0,5.0,67708.33333333334
Ford F-150 Raptor 2021 3.5L EcoBoost Crew Cab (Luxury Range),3.5,4.0,422.0,170.0,5.0,69986.97916666667
Mercedes-Benz GLE-Class 2021 450 4MATIC,3.0,6.0,367.0,250.0,5.0,69986.97916666667
Audi A7 2021 40 TFSI quattro (252 HP),2.0,4.0,252.0,250.0,5.0,68359.375
Land Rover LR4 2021 SE,3.0,6.0,340.0,195.0,7.0,68359.375
Lexus GX 2021 460 Platinum,4.6,8.0,292.0,177.0,7.0,71614.58333333334
Ford Mustang 2021 5.2L Shelby GT350R (M/T),5.2,8.0,526.0,270.0,4.0,47106.8754254595
Porsche Boxster 2021 S,3.4,6.0,315.0,279.0,2.0,67708.33333333334
Land Rover LR4 2021 HSE,3.0,6.0,340.0,195.0,7.0,68684.89583333334
Mercedes-Benz GLC-Class 2021 43 AMG 4MATIC,3.0,6.0,367.0,250.0,5.0,71289.0625
Volvo V90 2021 T6 Inscription Highline,2.0,4.0,316.0,250.0,5.0,75520.83333333334
Chevrolet Camaro Coupe 2021 6.2L ZL1,6.2,8.0,650.0,250.0,4.0,71940.10416666667
Audi S5 Sportback 2021 3.0 TFSI quattro (354 HP),3.0,6.0,354.0,250.0,5.0,74869.79166666667
Toyota Land Cruiser 2021 4.6L GXR GT,4.6,8.0,304.0,200.0,8.0,73242.1875
Mercedes-Benz V Class 2021 Exclusive,2.0,4.0,350.0,211.0,9.0,74218.75
Audi S5 Coupe 2021 3.0 TFSI quattro (354 HP),3.0,6.0,354.0,250.0,4.0,74869.79166666667
Toyota Land Cruiser 2021 4.6L VXR,4.6,8.0,304.0,200.0,8.0,74869.79166666667
Audi A7 2021 50 TFSI quattro (333 HP),3.0,6.0,333.0,250.0,5.0,75520.83333333334
Audi RS4 Avant 2021 4.2 (450 BHP),4.2,8.0,450.0,250.0,5.0,74869.79166666667
Porsche Cayenne 2021 Diesel,3.0,6.0,550.0,211.0,7.0,47106.8754254595
Audi Q7 2021 45 TFSI CS quattro (333 HP),3.0,4.0,333.0,250.0,5.0,73242.1875
Jeep Grand Cherokee 2021 SRT8,6.4,8.0,470.0,250.0,5.0,76481.11979166667
Lexus RX 2021 350 F-Sport,3.5,4.0,296.0,200.0,5.0,74869.79166666667
Mercedes-Benz E-Class Cabriolet 2021 E 320,3.0,6.0,272.0,250.0,4.0,73242.1875
Audi Q7 2021 40 TFSI Sport quattro (252 HP),2.0,4.0,252.0,210.0,5.0,73567.70833333334
Mercedes-Benz GLC Coupe 2021 AMG 43 4MATIC,3.0,4.0,367.0,250.0,5.0,78125.0
Lotus Exige 2021 Sport 350,3.5,6.0,345.0,274.0,2.0,78125.0
Porsche Cayenne 2021 Diesel Platinum,3.0,6.0,550.0,211.0,7.0,47106.8754254595
Lotus Exige 2021 Sport 410,3.5,6.0,410.0,290.0,2.0,87890.62500000001
Mercedes-Benz E-Class Cabriolet 2021 E 400 4MATIC,3.0,6.0,333.0,250.0,4.0,77473.95833333334
Mercedes-Benz E-Class Cabriolet 2021 E 400,3.0,6.0,333.0,250.0,4.0,77473.95833333334
Porsche Cayenne 2021 Platinum Edition,3.6,6.0,300.0,230.0,5.0,47106.8754254595
Maserati Ghibli 2021 3.0T V6,3.0,6.0,350.0,267.0,5.0,77799.47916666667
Jaguar F-Type Coupe 2021 2.0T (300 PS),2.0,4.0,300.0,250.0,2.0,68359.375
Maserati Ghibli 2021 3.0T V6 GranLusso,3.0,6.0,350.0,267.0,5.0,77799.47916666667
Lexus RC F 2021 Platinum,5.0,8.0,471.0,270.0,4.0,78125.0
Mercedes-Benz SLK 55 AMG 2021 5.5,5.5,8.0,421.0,250.0,2.0,78125.0
Nissan Patrol 2021 4.0L SE Platinum City,4.0,6.0,275.0,200.0,8.0,47106.8754254595
Mercedes-Benz E-Class Saloon 2021 E 400 4MATIC,3.0,4.0,333.0,250.0,5.0,76497.39583333334
Lincoln Continental 2021 3.0T Reserve,3.0,6.0,400.0,250.0,5.0,79101.5625
Toyota Land Cruiser 2021 5.7L GXR,5.7,8.0,362.0,220.0,8.0,81380.20833333334
Porsche Cayenne 2021 E-Hybrid,3.0,6.0,462.0,253.0,5.0,47106.8754254595
Morgan Plus 8 2021 4.8L Manual,4.8,8.0,490.0,211.0,4.0,84635.41666666667
Mercedes-Benz C-Class 2021 C 450,3.0,6.0,362.0,250.0,5.0,84635.41666666667
Mercedes-Benz E-Class Coupe 2021 E AMG 53 4MATIC+,3.0,6.0,435.0,250.0,4.0,79752.60416666667
Lexus RC F 2021 5.0L Platinum,5.0,8.0,471.0,270.0,4.0,81380.20833333334
BMW X4 2021 xDrive 30i,2.0,4.0,252.0,240.0,5.0,73730.46875
Audi Q7 2021 40 TFSI Design quattro (252 HP),2.0,4.0,252.0,210.0,5.0,81054.6875
Mercedes-Benz E-Class Coupe 2021 E 500,5.5,8.0,408.0,250.0,4.0,84635.41666666667
Volvo XC90 2021 2.0T T6 AWD R Design,2.0,4.0,320.0,240.0,7.0,68359.375
Toyota Land Cruiser 2021 5.7L EXR,5.7,8.0,362.0,220.0,8.0,81380.20833333334
Audi Q7 2021 45 TFSI Sport quattro (333 HP),3.0,6.0,333.0,250.0,5.0,81380.20833333334
BMW M2 Coupe 2021 3.0T,3.0,4.0,370.0,250.0,4.0,86100.26041666667
BMW 5 Series 2021 540i,3.0,6.0,340.0,250.0,5.0,47106.8754254595
Morgan Plus 4 2021 2.0L,2.0,4.0,201.0,211.0,7.0,81380.20833333334
Lincoln Continental 2021 3.0T Presidential,3.0,6.0,400.0,250.0,5.0,84635.41666666667
Mercedes-Benz C Class Cabriolet 2021 C AMG 53 4MATIC+ Cabriolet,3.0,6.0,435.0,250.0,4.0,85611.97916666667
Mercedes-Benz E-Class Saloon 2021 E 43 4MATIC,3.0,4.0,401.0,250.0,5.0,87890.62500000001
Lexus LS 2021 460 Premier (SWB),4.6,8.0,382.0,250.0,5.0,84635.41666666667
BMW X4 2021 xDrive M40i,3.0,6.0,354.0,250.0,5.0,47106.8754254595
Nissan Patrol 2021 5.6L LE T1,5.6,8.0,400.0,200.0,8.0,47106.8754254595
Jaguar XJ 2021 3.0L Premium Luxury LWB (340 PS),3.0,4.0,340.0,250.0,5.0,97656.25000000001
Nissan Patrol 2021 5.6L LE Titanium,5.6,8.0,400.0,200.0,8.0,47106.8754254595
Jaguar XJ 2021 3.0L Luxury LWB (340 PS),3.0,6.0,340.0,250.0,5.0,86263.02083333334
Audi Q7 2021 45 TFSI Design quattro (333 HP),3.0,6.0,333.0,250.0,5.0,86263.02083333334
Jaguar XJ 2021 3.0L 50th Edition LWB (340 PS),3.0,6.0,340.0,250.0,5.0,100911.45833333334
Mercedes-Benz CLS-Class 2021 CLS 350,2.0,4.0,299.0,250.0,4.0,86263.02083333334
Lexus LS 2021 460 Prestige (LWB),4.6,8.0,382.0,250.0,5.0,87890.62500000001
Nissan Patrol 2021 5.6L LE T2,5.6,8.0,400.0,200.0,8.0,47106.8754254595
Land Rover Range Rover Sport 2021 3.0L V6 HSE (360 PS),3.0,6.0,360.0,210.0,5.0,104166.66666666667
Mercedes-Benz C-Class 2021 C 63 AMG,4.0,8.0,476.0,250.0,5.0,88867.18750000001
Mercedes-Benz GLE-Class 2021 GLE 500 e 4MATIC,3.0,6.0,442.0,245.0,5.0,90494.79166666667
Porsche Cayenne 2021 S E-Hybrid Platinum Edition,3.0,6.0,416.0,243.0,5.0,47106.8754254595
Toyota Land Cruiser 2021 VX White Edition,5.7,4.0,362.0,220.0,8.0,91145.83333333334
Porsche Cayenne 2021 S Diesel Platinum Edition,4.1,8.0,850.0,211.0,5.0,47106.8754254595
Porsche Cayenne 2021 S Platinum Edition,3.6,6.0,550.0,211.0,5.0,47106.8754254595
Maserati Levante 2021 3.0T V6 GranSport,3.0,6.0,350.0,251.0,5.0,47106.8754254595
Maserati Ghibli 2021 3.0T V6 S,3.0,6.0,430.0,285.0,5.0,47106.8754254595
Porsche Cayenne 2021 Turbo S E-Hybrid,4.0,8.0,680.0,295.0,5.0,47106.8754254595
Maserati Levante 2021 3.0T V6,3.0,6.0,350.0,251.0,5.0,93261.71875000001
Porsche Cayenne 2021 S Diesel,4.1,8.0,850.0,211.0,5.0,47106.8754254595
Toyota Land Cruiser 2021 5.7L VXR,5.7,8.0,362.0,220.0,8.0,91145.83333333334
Toyota Land Cruiser 2021 5.7L VX.R White Edition,5.7,4.0,362.0,220.0,8.0,91145.83333333334
Mercedes-Benz GLE-Class 2021 GLE 500 4MATIC,4.7,8.0,455.0,250.0,5.0,91145.83333333334
Maserati Levante 2021 3.0T V6 GranLusso,3.0,6.0,350.0,251.0,5.0,100911.45833333334
Mercedes-Benz E-Class Cabriolet 2021 E 500,4.7,8.0,408.0,250.0,4.0,94401.04166666667
Cadillac Escalade 2021 6.2L Premium Luxury,6.2,8.0,420.0,180.0,8.0,47106.8754254595
Porsche 911 2021 Carrera,3.0,6.0,385.0,291.0,4.0,95703.12500000001
BMW M3 Sedan 2021 3.0T,3.0,6.0,431.0,250.0,5.0,107096.35416666667
Maserati Ghibli 2021 3.0T V6 S GranSport,3.0,6.0,430.0,285.0,5.0,47106.8754254595
Mercedes-Benz SL-Class 2021 SL 400,3.0,6.0,367.0,250.0,2.0,97656.25000000001
Lexus LX 2021 570 Premier,5.7,8.0,362.0,220.0,8.0,94401.04166666667
BMW 7 Series 2021 730Li,2.0,4.0,258.0,250.0,5.0,93424.47916666667
Lexus LS 2021 460 Prestige (SWB),4.6,8.0,382.0,250.0,5.0,97656.25000000001
Audi RS5 Cabriolet 2021 4.2 (450 HP),4.2,8.0,450.0,250.0,4.0,94401.04166666667
Maserati Ghibli 2021 3.0T V6 S GranLusso,3.0,6.0,430.0,285.0,5.0,47106.8754254595
Lexus LX 2021 570 Prestige,5.7,8.0,362.0,220.0,8.0,97656.25000000001
Lexus LS 2021 460 F-Sport (SWB),4.6,8.0,382.0,250.0,5.0,94401.04166666667
Ford F-150 2021 6.2L Raptor (Roush),6.2,8.0,411.0,160.0,3.0,47106.8754254595
Mercedes-Benz C-Class 2021 C 63 S,4.0,4.0,510.0,290.0,5.0,96679.68750000001
Maserati Levante 2021 3.0T V6 S,3.0,6.0,430.0,264.0,5.0,47106.8754254595
Maserati Quattroporte 2021 3.0T V6 GranSport,3.0,6.0,350.0,270.0,5.0,120768.22916666667
Maserati Levante 2021 3.8T V8 GTS,3.8,8.0,550.0,292.0,5.0,47106.8754254595
Maserati Levante 2021 3.0T V6 S GranSport,3.0,6.0,430.0,264.0,5.0,47106.8754254595
BMW M4 Coupe 2021 3.0T,3.0,6.0,431.0,250.0,4.0,107096.35416666667
Maserati Levante 2021 3.0T V6 S GranLusso,3.0,6.0,430.0,264.0,5.0,47106.8754254595
Porsche Cayenne 2021 GTS,3.6,6.0,440.0,261.0,5.0,47106.8754254595
Maserati Quattroporte 2021 3.0T V6,3.0,6.0,350.0,270.0,5.0,106608.07291666667
Maserati Levante 2021 3.8T V8 Trofeo,3.8,8.0,590.0,304.0,5.0,166666.6666666667
Mercedes-Benz S-Class 2021 S 400 h,3.5,6.0,306.0,250.0,5.0,100260.41666666667
Maserati Quattroporte 2021 3.0T V6 GranLusso,3.0,6.0,350.0,270.0,5.0,118164.06250000001
Mercedes-Benz GLS 2021 500 4MATIC,4.6,8.0,455.0,250.0,7.0,101888.02083333334
Lexus RC F 2021 5.0L Carbon,5.0,8.0,471.0,270.0,4.0,97656.25000000001
Lexus LS 2021 460 Prestige Plus (LWB),4.6,8.0,390.0,220.0,5.0,100911.45833333334
Lexus LS 2021 460 Platinum (SWB),4.6,8.0,382.0,250.0,5.0,97656.25000000001
Land Rover Range Rover 2022 3.0L V6 Vogue MHEV (400 PS),3.0,6.0,400.0,225.0,5.0,47106.8754254595
Cadillac Escalade 2021 6.2L Platinum,6.2,8.0,420.0,180.0,8.0,100260.41666666667
Mercedes-Benz Maybach GLS 2021 600 4MATIC,4.0,8.0,558.0,250.0,4.0,47106.8754254595
Mercedes-Benz CLS-Class 2021 CLS 450 4MATIC,3.0,6.0,367.0,250.0,4.0,104166.66666666667
Porsche 911 2021 Carrera 4,3.0,6.0,385.0,291.0,4.0,102864.58333333334
Mercedes-Benz E 63 AMG 2021 S 4MATIC+,4.0,8.0,612.0,250.0,5.0,104166.66666666667
Maserati Quattroporte 2021 3.0T V6 S GranSport,3.0,6.0,430.0,285.0,5.0,134440.1041666667
Lexus LC 500 2021 5.0L V8 Platinum,5.0,8.0,471.0,270.0,4.0,107421.87500000001
Land Rover Range Rover 2021 3.0L V6 HSE MHEV (360 PS),3.0,6.0,495.0,211.0,6.0,118815.10416666667
Porsche Panamera 2021 Base,3.0,6.0,330.0,264.0,4.0,105794.27083333334
Lexus LC 500h 2021 3.5L Platinum,3.5,6.0,354.0,250.0,4.0,107421.87500000001
Maserati Quattroporte 2021 3.0T V6 S GranLusso,3.0,6.0,430.0,285.0,5.0,131510.4166666667
BMW 7 Series 2021 740Li,3.0,6.0,326.0,250.0,5.0,112141.92708333334
Lotus Evora 2021 400,3.5,6.0,400.0,280.0,4.0,104166.66666666667
Porsche 911 2021 Carrera Cabriolet,3.0,6.0,385.0,289.0,4.0,106770.83333333334
Lotus Evora 2021 GT410 Sport,3.5,6.0,410.0,275.0,2.0,113932.29166666667
Porsche 911 2021 Carrera 4S,3.0,6.0,450.0,306.0,4.0,47106.8754254595
Porsche Panamera Sport Turismo 2021 3.0L 4,3.0,6.0,325.0,259.0,5.0,113932.29166666667
Mercedes-Benz S-Class 2021 S 400,3.0,6.0,333.0,250.0,5.0,117838.54166666667
Maserati Quattroporte 2021 3.0T V6 S,3.0,6.0,430.0,285.0,5.0,123697.91666666667
Porsche 911 2021 Carrera 4 Cabriolet,3.0,6.0,385.0,289.0,2.0,113606.77083333334
Porsche Panamera 2021 3.0L 4 Executive,3.0,6.0,325.0,265.0,4.0,120442.70833333334
Porsche 911 2021 Targa 4,3.4,6.0,350.0,280.0,4.0,113606.77083333334
Porsche Panamera 2021 3.0L 4,3.0,6.0,325.0,265.0,4.0,111653.64583333334
Mercedes-Benz GLE 63 AMG 2021 5.5L 4MATIC,5.5,8.0,557.0,250.0,5.0,115559.89583333334
Mercedes-Benz S-Class 2021 S 460,3.0,4.0,367.0,250.0,5.0,117838.54166666667
Mercedes-Benz C Class Cabriolet 2021 C 63 S Cabriolet,4.0,4.0,700.0,211.0,4.0,113932.29166666667
Mercedes-Benz SL-Class 2021 SL 500,4.7,8.0,455.0,250.0,2.0,118815.10416666667
Porsche 911 2021 Carrera S,3.0,6.0,450.0,308.0,4.0,47106.8754254595
Lexus LS 2021 600h F-Sport (SWB),5.0,8.0,438.0,220.0,5.0,110677.08333333334
Maserati GranTurismo 2021 4.7L V8 Sport,4.7,8.0,460.0,299.0,4.0,146451.8229166667
Lexus LC 500 2021 5.0L V8 Carbon,5.0,8.0,471.0,270.0,4.0,123697.91666666667
Maserati GranTurismo 2021 4.7L V8 MC,4.7,8.0,460.0,301.0,4.0,160156.25
Porsche Panamera 2021 4 E-Hybrid,2.9,6.0,462.0,278.0,4.0,124674.47916666667
Lexus LS 2021 460 Platinum (LWB),4.6,8.0,382.0,250.0,5.0,120442.70833333334
Lexus LS 2021 600h Platinum (LWB),5.0,8.0,438.0,220.0,5.0,126953.12500000001
Mercedes-Benz S-Class 2021 S 400 4MATIC,3.0,6.0,333.0,250.0,5.0,122070.31250000001
Lexus LS 2021 600h Ottoman (LWB),5.0,8.0,438.0,250.0,4.0,126953.12500000001
Mercedes-Benz GLE-Class 2021 GLE 63 S 4MATIC,5.5,8.0,585.0,250.0,5.0,124674.47916666667
Porsche 911 2021 Carrera S Cabriolet,3.0,6.0,450.0,306.0,2.0,47106.8754254595
Lexus LX 2021 570 Platinum,5.7,8.0,362.0,220.0,8.0,123697.91666666667
Lexus LS 2021 600h Titanium (LWB),5.0,8.0,438.0,220.0,5.0,126953.12500000001
Porsche 911 2021 Carrera GTS,3.0,6.0,450.0,310.0,2.0,126627.60416666667
Porsche Panamera Sport Turismo 2021 4 E-Hybrid,2.9,6.0,462.0,275.0,5.0,126953.12500000001
Porsche Panamera 2021 4 E-Hybrid Executive,2.9,6.0,462.0,278.0,4.0,131184.89583333334
Morgan Aero 8 2021 4.8L Manual,4.8,8.0,490.0,211.0,4.0,133463.5416666667
Porsche 911 2021 Carrera GTS Cabriolet,3.0,6.0,450.0,308.0,2.0,137369.7916666667
Audi S8 2021 4.0 TFSI quattro (520 HP),4.0,8.0,520.0,250.0,5.0,131835.9375
Porsche 911 2021 Carrera 4 GTS,3.0,6.0,550.0,211.0,3.0,133463.5416666667
Aston Martin Vantage 2021 4.0T V8,4.0,8.0,503.0,314.0,2.0,177473.95833333334
Mercedes-Benz AMG GT 2021 4.0L,4.0,4.0,469.0,304.0,2.0,133463.5416666667
Porsche Panamera Sport Turismo 2021 4S,2.9,6.0,440.0,286.0,5.0,134440.1041666667
Porsche 911 2021 Targa 4S,3.8,6.0,400.0,280.0,4.0,130208.33333333334
Audi RS6 Avant 2021 4.0L TFSI V8 quattro,4.0,8.0,600.0,305.0,5.0,47106.8754254595
Porsche Panamera 2021 4S,2.9,6.0,440.0,289.0,4.0,132161.45833333334
Audi RS7 2021 4.0 TFSI quattro (560 HP),4.0,8.0,560.0,250.0,5.0,130208.33333333334
Porsche 911 2021 Carrera 4S Cabriolet,3.0,6.0,450.0,304.0,2.0,47106.8754254595
Mercedes-Benz E-Class Saloon 2021 E 63 S 4MATIC+,4.0,4.0,612.0,250.0,5.0,135091.14583333334
Mercedes-Benz AMG GT Roadster 2021 4.0L BiTurbo,4.0,8.0,476.0,302.0,2.0,137695.3125
Mercedes-Benz S-Class 2021 S 500 e,3.0,6.0,442.0,250.0,5.0,143229.1666666667
Audi R8 Coupe 2021 5.2 V10,5.2,10.0,540.0,323.0,2.0,148437.5
Porsche 911 2021 GT3,3.8,6.0,475.0,315.0,2.0,144856.77083333334
Porsche 911 2021 Targa 4 GTS,3.0,6.0,550.0,211.0,3.0,144531.25
Audi S8 2021 Plus 4.0 TFSI quattro (605 HP),4.0,8.0,605.0,250.0,5.0,149739.58333333334
Mercedes-Benz S-Class 2021 S 560 4MATIC,4.0,8.0,469.0,250.0,5.0,146484.375
Porsche Panamera 2021 4S Executive,3.0,6.0,435.0,289.0,4.0,140625.0
Mercedes-Benz SL 63 AMG 2021 5.5L,5.5,8.0,585.0,250.0,2.0,151367.1875
Mercedes-Benz S-Class 2021 S 500,4.7,8.0,455.0,250.0,5.0,142578.125
Nissan GT-R 2021 50th Anniversary,3.8,6.0,565.0,315.0,4.0,132486.9791666667
Maserati GranCabrio 2021 4.7L V8 Sport,4.7,8.0,460.0,288.0,4.0,159505.20833333334
Maserati Quattroporte 2021 3.8T V8 GTS GranSport,3.8,8.0,530.0,310.0,5.0,158528.64583333334
Land Rover Range Rover 2021 5.0L V8 Vogue SE (525 PS),5.0,8.0,525.0,225.0,5.0,149739.58333333334
Audi RS7 2021 4.0 TFSI Performance,4.0,8.0,605.0,305.0,5.0,139648.4375
Mercedes-Benz S-Class 2021 S 500 4MATIC,4.7,8.0,455.0,250.0,5.0,146484.375
Maserati GranCabrio 2021 4.7L V8 MC,4.7,4.0,460.0,291.0,4.0,163411.45833333334
Mercedes-Benz S-Class 2021 S 600,6.0,12.0,530.0,250.0,4.0,180664.06250000003
Porsche 911 2021 Turbo,3.8,6.0,520.0,315.0,4.0,158854.1666666667
Audi A8 2021 W12 6.3 FSI quattro (500 HP),6.3,12.0,500.0,250.0,5.0,152018.2291666667
Mercedes-Benz AMG GT 2021 4.0L S,4.0,4.0,514.0,310.0,2.0,152994.7916666667
Porsche 911 2021 Turbo Cabriolet,3.8,6.0,520.0,315.0,4.0,169921.87500000003
Mercedes-Benz S Class Cabriolet 2021 S 500 Cabriolet,4.7,8.0,455.0,250.0,4.0,164388.02083333334
Mercedes-Benz AMG GT 2021 4.0L R,4.0,4.0,576.0,318.0,2.0,170898.43750000003
BMW M5 Sedan 2021 4.4T (600 HP),4.4,8.0,600.0,250.0,5.0,143066.40625
Audi R8 Coupe 2021 5.2 V10 Plus,5.2,10.0,610.0,330.0,2.0,169270.83333333334
BMW X5 M 2021 Competition 4.4T xDrive,4.4,8.0,617.0,250.0,5.0,47106.8754254595
Maserati Quattroporte 2021 3.8T V8 GTS GranLusso,3.8,8.0,530.0,310.0,5.0,155924.4791666667
Mercedes-Benz AMG GT Roadster 2021 4.0L BiTurbo GT C,4.0,8.0,557.0,316.0,2.0,170247.39583333334
Mercedes-Benz S-Class Coupe 2021 S 560 4MATIC,4.0,8.0,469.0,250.0,4.0,154622.39583333334
Land Rover Range Rover Sport 2021 5.0L V8 SVR (575 PS),5.0,8.0,575.0,280.0,5.0,179036.45833333334
Bentley Continental GT 2021 4.0T V8,6.0,8.0,542.0,318.0,4.0,247395.83333333334
Porsche 911 2021 Turbo S,3.8,6.0,560.0,318.0,4.0,188802.08333333334
Porsche 911 2021 Turbo S Cabriolet,3.8,6.0,560.0,318.0,4.0,199869.7916666667
Acura NSX 2021 3.5T V6 Hybrid (573 HP),3.5,6.0,573.0,307.0,2.0,195312.50000000003
McLaren 570 GT 2021 3.8T Coupe,3.8,8.0,562.0,328.0,2.0,276692.7083333334
Mercedes-Benz S 63 AMG Coupe 2021 4.0L 4MATIC+,4.0,4.0,601.0,250.0,4.0,203450.52083333334
Porsche Panamera 2021 Turbo,4.0,8.0,550.0,306.0,4.0,185872.39583333334
Mercedes-Benz Maybach 2021 S 650,6.0,12.0,630.0,250.0,4.0,211588.5416666667
Porsche Panamera 2021 Turbo Executive,4.0,8.0,550.0,306.0,4.0,195312.50000000003
Mercedes-Benz S 63 AMG 2021 4.0L 4MATIC+,4.0,8.0,612.0,250.0,5.0,188802.08333333334
Mercedes-Benz S Class Cabriolet 2021 S63 4MATIC+,4.0,8.0,612.0,250.0,4.0,208984.37500000003
Porsche Cayenne 2021 Turbo S,4.8,8.0,800.0,211.0,4.0,47106.8754254595
Porsche Panamera Sport Turismo 2021 Turbo,4.0,8.0,550.0,304.0,5.0,187825.52083333334
Bentley Continental GT Convertible 2021 V8,4.0,8.0,542.0,301.0,4.0,260416.6666666667
Mercedes-Benz Maybach 2021 62 LWB,6.0,4.0,530.0,250.0,4.0,211588.5416666667
Bentley Bentayga 2021 6.0L W12,6.0,12.0,600.0,301.0,5.0,279947.9166666667
Mercedes-Benz S 65 AMG 2021 6.0L V12 (630 HP),6.0,12.0,630.0,250.0,5.0,253906.25000000003
Bentley Bentayga 2021 4.0L V8,4.0,8.0,542.0,290.0,5.0,239257.81250000003
Bentley Flying Spur 2021 2.9T V6 Hybrid,2.9,6.0,544.0,285.0,5.0,47106.8754254595
Mercedes-Benz S Class Cabriolet 2021 S 65,6.0,12.0,630.0,250.0,4.0,270182.2916666667
Bentley Continental GT Convertible 2021 W12,6.0,12.0,567.0,314.0,4.0,325520.8333333334
Bentley Bentayga 2021 6.0L W12 Mulliner,6.0,12.0,600.0,301.0,5.0,439453.12500000006
Porsche Panamera 2021 Turbo S E-Hybrid,4.0,8.0,680.0,310.0,4.0,218424.4791666667
Aston Martin Rapide AMR 2021 6.0L V12,5.9,12.0,590.0,330.0,4.0,267903.6458333334
Porsche Panamera 2021 Turbo S E-Hybrid Executive,4.0,8.0,680.0,310.0,4.0,228190.1041666667
Bentley Bentayga 2021 4.0L V8 Design Series,4.0,8.0,542.0,290.0,5.0,292968.75
Bentley Bentayga 2021 6.0L W12 Speed,6.0,12.0,626.0,301.0,5.0,325520.8333333334
Mercedes-Benz SL 65 AMG 2021 6.0L,6.0,12.0,630.0,250.0,2.0,213216.14583333334
Bentley Mulsanne 2021 6.75L V8 Extended Wheelbase,6.8,8.0,505.0,296.0,5.0,47106.8754254595
Lamborghini Aventador SVJ 2021 LP770-4 Coupe,6.5,12.0,770.0,350.0,2.0,537109.375
Bentley Mulsanne 2021 6.75L V8 Speed,6.8,8.0,530.0,305.0,5.0,47106.8754254595
Rolls Royce Ghost 2021 6.75T Short Wheelbase,6.8,12.0,571.0,250.0,5.0,328776.0416666667
Rolls Royce Phantom 2021 6.75L Short Wheelbase,6.7,12.0,563.0,250.0,4.0,553385.4166666667
McLaren 720S 2021 4.0T Spider,4.0,8.0,770.0,211.0,2.0,406901.0416666667
Mercedes-Benz S 65 AMG Coupe 2021 6.0L,6.0,4.0,630.0,250.0,4.0,271809.8958333334
Bentley Flying Spur 2021 6.0T W12,6.0,12.0,626.0,333.0,5.0,341796.87500000006
Ferrari GTC4Lusso 2021 3.9T V8,3.9,8.0,610.0,320.0,4.0,315755.2083333334
Rolls Royce Ghost 2021 6.75T Extended Wheelbase,6.8,12.0,571.0,250.0,4.0,403645.8333333334
Bentley Mulsanne 2021 6.75L V8,6.8,8.0,505.0,296.0,5.0,47106.8754254595
Lamborghini Aventador S 2021 6.5L V12 Coupe,6.5,4.0,740.0,350.0,2.0,445963.5416666667
Ferrari GTC4Lusso 2021 6.3L V12,6.3,12.0,690.0,335.0,4.0,358072.9166666667
Rolls Royce Wraith 2021 6.6L Base,6.6,12.0,624.0,250.0,4.0,358072.9166666667
McLaren 720S 2021 4.0T Coupe,4.0,8.0,770.0,211.0,2.0,380859.37500000006
Geely Azkarra 2021 1.5TD Comfort (2WD),1.5,3.0,177.0,200.0,5.0,47106.8754254595
Chevrolet Suburban 2021 5.3L LS 2WD,5.3,8.0,355.0,175.0,9.0,47106.8754254595
Chevrolet Suburban 2021 5.3L LT 2WD,5.3,8.0,355.0,175.0,9.0,47106.8754254595
MG ZS 2021 1.5L LUX,1.5,4.0,112.0,170.0,5.0,47106.8754254595
Ford Bronco 2021 2.7T Outer Banks,2.7,6.0,542.0,211.0,6.0,69733.15180394826
Chevrolet Suburban 2021 5.3L LT Z71,5.3,8.0,355.0,175.0,9.0,47106.8754254595
MG ZS 2021 1.3T ZST,1.3,3.0,160.0,185.0,5.0,47106.8754254595
Chevrolet Suburban 2021 5.3L RS 4WD,5.3,4.0,355.0,175.0,9.0,47106.8754254595
MG ZS 2021 1.5L STD,1.5,4.0,112.0,170.0,5.0,47106.8754254595
Mercedes-Benz E-Class Saloon 2021 E 450 4MATIC,3.0,6.0,362.0,250.0,5.0,47106.8754254595
Fiat 500e 2021 La Prima,0.0,4.0,255.0,211.0,5.0,47106.8754254595
