car name,engine_capacity,cylinder,horse_power,top_speed,seats,price_in_usd
BMW 1 Series 2021 118i,1.5,4.0,140.0,213.0,5.0,37711.3133940182
BMW 3 Series 2021 318i,1.5,4.0,136.0,210.0,5.0,36410.92327698309
Ford Escape 2021 2.0L EcoBoost Titanium (AWD),2.0,4.0,240.0,200.0,5.0,36410.92327698309
Mini Hatch 2021 3-Door Cooper,1.5,3.0,136.0,210.0,4.0,36410.92327698309
Audi Q3 2021 30 TFSI Design (150 HP),1.4,4.0,150.0,204.0,5.0,36410.92327698309
Audi Q3 2021 35 TFSI quattro (150 HP),1.4,4.0,150.0,217.0,5.0,37451.23537061118
Nissan Maxima 2021 3.5L S,3.5,6.0,300.0,211.0,5.0,30689.206762028607
Jeep Grand Cherokee 2021 3.6L Laredo,3.6,6.0,290.0,190.0,5.0,49154.74642392718
Mitsubishi Pajero 2021 3.8L 5 Door Mid,3.8,6.0,243.0,180.0,7.0,41599.47984395319
Mercedes-Benz C-Class 2021 C 180,1.6,4.0,156.0,207.0,5.0,37971.39141742523
Jeep Cherokee 2021 3.2L Trailhawk,3.2,6.0,272.0,185.0,5.0,47106.8754254595
Audi A4 2021 30 TFSI Basic (150 HP),1.4,4.0,150.0,210.0,5.0,37971.39141742523
Audi Q3 2021 40 TFSI Design quattro (220 HP),2.0,4.0,220.0,233.0,5.0,39791.93758127438
Lexus IS 2021 250 Premier,2.5,6.0,204.0,225.0,5.0,39011.70351105332
Toyota Fortuner 2021 4.0L VXR,4.0,6.0,235.0,187.0,7.0,40832.24967490247
Infiniti Q30 2021 2.0T Premium,2.0,4.0,208.0,230.0,5.0,37711.3133940182
Lexus CT 2021 200h Premier,1.8,4.0,134.0,180.0,5.0,37711.3133940182
Mazda CX-9 2021 2.5T Classic (4x2),2.5,4.0,226.0,210.0,7.0,38686.605981794535
Audi A3 Sedan 2021 S3 (292 HP),2.0,4.0,280.0,250.0,5.0,38491.54746423927
Chevrolet Silverado 2021 6.6L LTZ (Heavy Duty),6.6,8.0,401.0,180.0,6.0,46553.966189856954
Audi Q3 2021 35 TFSI Design quattro (150 HP),1.4,4.0,150.0,217.0,5.0,38491.54746423927
Mitsubishi Pajero 2021 3.8L GLS 5 Door high,3.8,6.0,250.0,200.0,7.0,47321.19635890767
Infiniti Q30 2021 2.0T Sport (AWD),2.0,4.0,208.0,230.0,5.0,41352.40572171652
Audi A4 2021 40 TFSI Basic (190 HP),2.0,4.0,190.0,240.0,5.0,40572.171651495446
Mercedes-Benz A-Class 2021 A 250,2.0,4.0,224.0,250.0,5.0,40390.11703511053
BMW X1 2021 sDrive18i,2.0,4.0,150.0,202.0,5.0,40052.0156046814
Volkswagen Tiguan 2021 2.0L Sport,2.0,4.0,220.0,220.0,5.0,44213.263979193754
Mini Hatch 2021 5-Door Cooper,1.5,3.0,136.0,207.0,5.0,40312.09362808843
Ford F-150 2021 5.0L V8 Crew Cab Lariat (Luxury+Chrome Pack),5.0,4.0,360.0,160.0,5.0,47106.8754254595
Dodge Charger 2021 3.6L GTS,3.6,6.0,300.0,210.0,5.0,36150.84525357607
GMC Terrain Denali 2021 Denali,3.0,6.0,301.0,190.0,5.0,36931.07932379714
Volkswagen Tiguan 2021 2.0L R-Line,2.0,4.0,220.0,220.0,5.0,48114.43433029909
Ford Expedition 2021 3.5L EcoBoost XL,3.5,4.0,385.0,185.0,8.0,44213.263979193754
Volkswagen Tiguan 2021 2.0L SEL,2.0,4.0,180.0,208.0,5.0,47106.8754254595
Mercedes-Benz C-Class 2021 C 200,2.0,4.0,204.0,245.0,5.0,40832.24967490247
Audi A4 2021 30 TFSI Sport (150 HP),1.4,4.0,150.0,210.0,5.0,41092.32769830949
Dodge Charger 2021 3.6L GT,3.6,6.0,300.0,210.0,5.0,32249.67490247074
Audi A4 2021 30 TFSI Design (150 HP),1.4,4.0,150.0,210.0,5.0,41092.32769830949
Lexus NX 2021 300 Premier,2.0,4.0,235.0,200.0,5.0,41612.483745123536
Jeep Cherokee 2021 3.2L Limited,3.2,6.0,271.0,185.0,5.0,43042.91287386216
Lincoln MKZ 2021 2.0T Premier,2.0,4.0,250.0,200.0,5.0,46033.81014304291
Jaguar XE 2021 2.0T SE (300 PS),2.0,4.0,297.0,250.0,5.0,54460.338101430425
Mercedes-Benz GLA 2021 250 4MATIC,2.0,4.0,211.0,230.0,5.0,42899.8699609883
Chrysler 300C 2021 3.6L V6 Luxury,3.6,4.0,292.0,210.0,5.0,42392.7178153446
Lexus IS 2021 200t Classic,2.0,4.0,241.0,230.0,5.0,41612.483745123536
Chrysler 300C 2021 3.6L V6 Limited,3.6,4.0,292.0,210.0,5.0,33810.143042912874
Jaguar XE 2021 2.0T R-Dynamic (250 PS),2.0,4.0,250.0,250.0,5.0,52145.64369310793
Chevrolet Camaro Coupe 2021 3.6L 3LT,3.6,6.0,335.0,250.0,4.0,46814.04421326398
Nissan Maxima 2021 3.5L SV,3.5,6.0,300.0,211.0,5.0,37191.157347204164
Land Rover Discovery Sport 2021 2.0T S (AWD),2.0,4.0,240.0,200.0,5.0,48920.67620286086
Chevrolet Silverado 2021 5.3 V8 LTZ,5.3,8.0,355.0,180.0,6.0,49414.8244473342
Audi A3 Sportback 2021 S3 (286 HP) quattro,2.0,4.0,286.0,250.0,5.0,42392.7178153446
Dodge Charger 2021 6.4L R/T Scatpack,6.4,8.0,485.0,281.0,5.0,49414.8244473342
Mercedes-Benz CLA-Class 2021 CLA 250,2.0,4.0,211.0,240.0,5.0,42912.873862158645
Lexus CT 2021 200h Prestige,1.8,4.0,134.0,182.0,5.0,43172.95188556567
Toyota FJ Cruiser 2021 4.0L Extreme,4.0,6.0,275.0,180.0,5.0,42912.873862158645
Audi A5 Sportback 2021 1.8L (170 HP),1.8,4.0,170.0,220.0,5.0,43172.95188556567
Honda Pilot 2021 3.5 EX-L (AWD),3.5,4.0,280.0,175.0,8.0,47106.8754254595
BMW 1 Series 2021 120i,1.6,4.0,177.0,222.0,5.0,42912.873862158645
Nissan 370Z 2021 Coupe A/T Full Option,3.7,6.0,328.0,250.0,2.0,39531.859557867356
Audi A4 2021 40 TFSI Sport (190 HP),2.0,4.0,190.0,240.0,5.0,43172.95188556567
BMW 2 Series Active Tourer 2021 218i,1.5,3.0,136.0,205.0,5.0,42912.873862158645
Audi A4 2021 40 TFSI Design (190 HP),2.0,4.0,190.0,240.0,5.0,43172.95188556567
Ford Expedition EL 2021 3.5L EcoBoost XL,3.5,4.0,365.0,160.0,8.0,46814.04421326398
Nissan 370Z 2021 Coupe A/T,3.7,6.0,328.0,250.0,2.0,49154.74642392718
Mini Hatch 2021 3-Door Cooper S,2.0,4.0,192.0,235.0,4.0,46814.04421326398
Chevrolet Silverado 2021 6.6L LT (Heavy Duty),6.6,8.0,401.0,180.0,6.0,38231.46944083225
Honda Pilot 2021 3.5 Touring (AWD),3.5,4.0,280.0,175.0,8.0,47106.8754254595
Mini Countryman 2021 Cooper S ALL4,2.0,4.0,192.0,225.0,5.0,52015.60468140442
Nissan Pathfinder 2022 3.5L SV 4WD,3.5,6.0,271.0,190.0,7.0,47106.8754254595
Nissan Patrol Safari 2021 Super Safari M/T,4.8,6.0,280.0,190.0,7.0,47854.35630689206
Jeep Grand Cherokee 2021 3.6L Trailhawk,3.6,6.0,290.0,190.0,5.0,61118.335500650195
Chevrolet Camaro Convertible 2021 3.6L 3LT,3.6,6.0,335.0,250.0,4.0,49414.8244473342
Nissan Patrol Safari 2021 Safari M/T,4.8,6.0,280.0,190.0,7.0,44473.34200260078
Jeep Grand Cherokee 2021 3.6L Limited,3.6,6.0,290.0,190.0,5.0,57477.24317295189
Nissan Patrol Safari 2021 Falcon M/T,4.8,6.0,280.0,190.0,7.0,44213.263979193754
BMW 3 Series 2021 320d,2.0,4.0,190.0,235.0,5.0,44213.263979193754
Lexus NX 2021 200t Classic,2.0,4.0,235.0,200.0,5.0,44213.263979193754
Nissan Pathfinder 2022 3.5L SL 4WD,3.5,6.0,271.0,190.0,7.0,47106.8754254595
Land Rover Defender 2021 90 SE (P300),2.0,4.0,300.0,191.0,5.0,55474.64239271781
Lexus IS 2021 200t F Sport Prestige,2.0,4.0,350.0,211.0,6.0,45513.65409622887
Subaru WRX 2021 2.5T STi Standard,2.5,4.0,300.0,250.0,5.0,37711.3133940182
Mercedes-Benz C-Class 2021 C 63 S,4.0,4.0,510.0,290.0,5.0,46033.81014304291
Infiniti Q70 2021 3.7L Luxe,3.7,6.0,330.0,225.0,5.0,46553.966189856954
Ford Expedition 2021 3.5L EcoBoost XLT,3.5,4.0,385.0,185.0,8.0,59817.945383615086
GMC Acadia 2021 3.6L AT4 (AWD),3.6,6.0,310.0,210.0,7.0,47106.8754254595
GMC Acadia 2021 3.6L SLT1 (FWD),3.6,6.0,310.0,210.0,7.0,39531.859557867356
Chevrolet Silverado 2021 5.3 V8 RST,5.3,4.0,355.0,180.0,6.0,38231.46944083225
Nissan Maxima 2021 3.5L SR2,3.5,6.0,300.0,211.0,5.0,47106.8754254595
Audi S3 Sedan 2021 2.0 TFSI quattro (290 HP),2.0,4.0,290.0,250.0,5.0,44993.498049414826
Chevrolet Tahoe 2021 LS 2WD,5.3,8.0,355.0,172.0,9.0,47106.8754254595
Nissan Maxima 2021 3.5L SR1,3.5,6.0,300.0,211.0,5.0,47106.8754254595
Mercedes-Benz C-Class 2021 C 250,2.0,4.0,211.0,250.0,5.0,46033.81014304291
Dodge Charger 2021 5.7L R/T,5.7,8.0,370.0,250.0,5.0,38751.62548764629
BMW 1 Series 2021 125i,2.0,4.0,218.0,243.0,5.0,48114.43433029909
BMW X1 2021 sDrive20i,2.0,4.0,192.0,225.0,5.0,46814.04421326398
Dodge Charger 2021 5.7L Daytona 392,5.7,8.0,375.0,250.0,5.0,41352.40572171652
Mercedes-Benz SLK-Class 2021 SLK 200,1.8,4.0,184.0,240.0,2.0,47854.35630689206
Chevrolet Tahoe 2021 5.3L LS 4WD,5.3,8.0,355.0,180.0,9.0,47106.8754254595
Land Rover Defender 2021 110 HSE (P400),3.0,6.0,400.0,208.0,5.0,68972.69180754226
Lexus CT 2021 200h Platinum,1.8,4.0,134.0,180.0,5.0,46814.04421326398
BMW 2 Series Coupe 2021 218i,1.5,3.0,136.0,215.0,4.0,46814.04421326398
Chevrolet Silverado 2021 5.3 V8 Trail Boss,5.3,8.0,355.0,172.0,6.0,40052.0156046814
Lexus RX 2021 350 Premier,3.5,6.0,296.0,200.0,5.0,46553.966189856954
Dodge Charger 2021 5.7L R/T Highline,5.7,8.0,370.0,250.0,5.0,43953.185955786736
Chevrolet Suburban 2021 5.3L LS 2WD,5.3,8.0,355.0,175.0,9.0,47106.8754254595
BMW 3 Series 2021 328i,2.0,4.0,245.0,250.0,5.0,47334.200260078025
Lexus NX 2021 300 F Sport Platinum,2.0,4.0,235.0,200.0,5.0,46814.04421326398
Audi A4 2021 45 TFSI quattro Sport (252 HP),2.0,4.0,252.0,250.0,5.0,48894.66840052015
Mini Clubman 2021 John Cooper Works ALL4,2.0,4.0,306.0,250.0,5.0,57217.16514954486
Chevrolet Tahoe 2021 LT 2WD,5.3,8.0,355.0,172.0,9.0,47106.8754254595
Infiniti QX60 2021 3.5L Luxe,3.5,6.0,295.0,195.0,7.0,45253.576072821845
Dodge Challenger 2021 5.7L R/T Plus,5.7,8.0,375.0,250.0,5.0,47106.8754254595
Mercedes-Benz SLC 2021 200,2.0,4.0,184.0,237.0,2.0,48803.6410923277
Chevrolet Suburban 2021 5.3L LT Z71,5.3,8.0,355.0,175.0,9.0,47106.8754254595
Audi A4 2021 45 TFSI quattro Design (252 HP),2.0,4.0,252.0,250.0,5.0,48894.66840052015
Lexus IS C 2021 350 Prestige,3.0,6.0,306.0,235.0,4.0,47106.8754254595
Lexus IS 2021 250 F,2.5,6.0,204.0,225.0,5.0,49414.8244473342
Lexus IS 2021 200t Exclusive,2.0,4.0,241.0,230.0,5.0,49414.8244473342
Chevrolet Silverado 2021 3500,4.8,8.0,360.0,172.0,6.0,48894.66840052015
BMW Z4 Roadster 2021 sDrive18i,2.0,4.0,156.0,220.0,2.0,49414.8244473342
Audi Q5 2021 40 TFSI quattro (225 HP),2.0,4.0,225.0,222.0,5.0,50195.05851755526
Toyota Land Cruiser Prado 2021 4.0L VXR,4.0,6.0,271.0,200.0,7.0,50715.21456436931
Mercedes-Benz V Class 2021 Standard,2.0,4.0,350.0,211.0,9.0,50195.05851755526
Chevrolet Suburban 2021 5.3L LS 4WD,5.3,8.0,355.0,175.0,9.0,47106.8754254595
BMW 2 Series Coupe 2021 220i,2.0,4.0,184.0,230.0,4.0,49414.8244473342
BMW 4 Series Coupe 2021 420i,2.0,4.0,184.0,236.0,4.0,49674.902470741225
Chrysler 300C 2021 5.7L V8 Luxury,5.7,8.0,363.0,234.0,5.0,45513.65409622887
Subaru WRX 2021 2.5T STi Premium,2.5,4.0,300.0,250.0,5.0,47106.8754254595
Mercedes-Benz C-Class 2022 C 300,2.0,4.0,255.0,209.0,5.0,47106.8754254595
Ford Mustang 2021 5.0L V8 Fastback GT,5.0,8.0,460.0,240.0,4.0,47106.8754254595
Lexus NX 2021 200t Exclusive,2.0,4.0,235.0,200.0,5.0,49414.8244473342
Mercedes-Benz C-Class 2022 C 300 4MATIC,2.0,4.0,255.0,209.0,5.0,47106.8754254595
Mercedes-Benz C-Class Coupe 2021 C 200,2.0,4.0,204.0,245.0,4.0,49674.902470741225
Infiniti Q70 2021 3.7L Luxe Proactive,3.7,6.0,330.0,225.0,5.0,59557.86736020806
Chevrolet Tahoe 2021 5.3L LT 4WD,5.3,8.0,355.0,180.0,9.0,47106.8754254595
Audi A5 Coupe 2021 40 TFSI Design (190 HP),2.0,4.0,190.0,240.0,4.0,51235.37061118335
Audi TT 2021 45 TFSI (230 HP),2.0,4.0,230.0,250.0,2.0,51235.37061118335
Audi A5 Sportback 2021 45 TFSI Sport quattro (252 HP),2.0,4.0,252.0,250.0,5.0,50975.292587776334
Jaguar XF 2021 2.0T R-Dynamic HSE (250 PS),2.0,4.0,250.0,244.0,5.0,58673.60208062419
Lexus NX 2021 300 Platinum,2.0,4.0,235.0,200.0,5.0,50715.21456436931
Jaguar XF 2021 2.0T Prestige (250 PS),2.0,4.0,250.0,244.0,5.0,55604.681404421324
BMW 4 Series Gran Coupe 2021 420i,2.0,4.0,184.0,236.0,4.0,50715.21456436931
Mercedes-Benz GLC-Class 2021 GLC 250 4MATIC,2.0,4.0,211.0,222.0,5.0,51495.44863459038
Chevrolet Suburban 2021 5.3L LT 2WD,5.3,8.0,355.0,175.0,9.0,47106.8754254595
BMW 5 Series 2021 520i,2.0,4.0,184.0,235.0,5.0,50975.292587776334
Jaguar XF 2021 2.0T Pure (250 PS),2.0,4.0,250.0,244.0,5.0,52379.71391417425
Audi A5 Coupe 2021 40 TFSI Sport (190 HP),2.0,4.0,190.0,240.0,4.0,51235.37061118335
Mini Hatch 2021 John Cooper Works (3-Door),2.0,4.0,231.0,246.0,4.0,50715.21456436931
Ford F-150 2021 3.3L V6 Crew Cab XL,3.3,4.0,292.0,160.0,6.0,47106.8754254595
Mercedes-Benz C-Class Coupe 2021 C 250,2.0,4.0,211.0,240.0,4.0,53315.99479843953
Lexus RX 2021 350 Premium,3.5,4.0,296.0,200.0,5.0,52015.60468140442
Chevrolet Silverado 2021 6.2L V8 High Country,6.2,8.0,420.0,200.0,5.0,57477.24317295189
Infiniti QX60 2021 3.5L Luxe Sensory,3.5,6.0,295.0,195.0,7.0,51495.44863459038
Mercedes-Benz E-Class Saloon 2021 E 200,2.0,4.0,184.0,240.0,5.0,53094.92847854356
Land Rover Discovery Sport 2021 2.0T HSE (AWD),2.0,4.0,240.0,200.0,5.0,61638.49154746424
Mercedes-Benz SLK-Class 2021 SLK 300,1.8,4.0,204.0,244.0,2.0,52795.83875162549
Nissan Patrol Safari 2021 Safari A/T,4.8,6.0,280.0,190.0,7.0,45773.73211963589
Mini Countryman 2021 John Cooper Works ALL4,2.0,4.0,306.0,260.0,5.0,59817.945383615086
Dodge Durango 2021 5.7L R/T (AWD),5.7,8.0,360.0,215.0,7.0,47106.8754254595
Volvo S90 2021 T5 FWD Momentum,2.0,4.0,254.0,230.0,5.0,52015.60468140442
Nissan Patrol Safari 2021 Falcon A/T,4.8,6.0,280.0,190.0,7.0,45513.65409622887
Ford F-150 2021 3.3L V6 XLT Sport R/C,3.3,4.0,292.0,160.0,6.0,47106.8754254595
Nissan Patrol Safari 2021 Super Safari A/T,4.8,6.0,280.0,190.0,7.0,49414.8244473342
Lexus IS C 2021 350 F-Sport,3.0,6.0,306.0,235.0,4.0,47106.8754254595
Lexus IS 2021 350 F-Sport Prestige,3.5,6.0,311.0,235.0,5.0,54616.38491547464
Audi TT 2021 45 TFSI quattro (230 HP),2.0,4.0,230.0,250.0,2.0,53836.15084525358
Porsche 718 2021 Cayman,2.0,4.0,300.0,275.0,2.0,58257.47724317295
Audi A5 Cabriolet 2021 35 TFSI (170 HP),1.8,4.0,170.0,213.0,4.0,54356.306892067616
BMW X3 2021 sDrive 20i,2.0,4.0,184.0,210.0,5.0,54616.38491547464
Chevrolet Camaro Convertible 2021 6.2L SS,6.2,8.0,455.0,250.0,4.0,59817.945383615086
Mercedes-Benz SLC 2021 300,2.0,4.0,245.0,250.0,2.0,53992.19765929779
Chrysler 300C 2021 5.7L Alloy Edition,5.7,8.0,370.0,234.0,5.0,53315.99479843953
Lexus RX 2021 350 Premier Plus,3.5,4.0,275.0,200.0,5.0,54616.38491547464
Audi TT Roadster 2021 45 TFSI (230 HP),2.0,4.0,230.0,250.0,2.0,54096.2288686606
BMW 2 Series Active Tourer 2021 225i,2.0,4.0,231.0,238.0,5.0,53315.99479843953
Ford Expedition EL 2021 3.5L EcoBoost XLT,3.5,4.0,365.0,160.0,8.0,59817.945383615086
Audi A5 Sportback 2021 3.0L (272 HP),3.0,6.0,272.0,250.0,5.0,54616.38491547464
BMW 2 Series Convertible 2021 228i,2.0,4.0,245.0,250.0,4.0,55136.54096228869
BMW Z4 Roadster 2021 sDrive20i,2.0,4.0,197.0,240.0,2.0,54616.38491547464
Chevrolet Camaro Coupe 2021 6.2L SS (A/T),6.2,8.0,455.0,250.0,4.0,55916.77503250975
Chevrolet Suburban 2021 5.3L LT 4WD,5.3,8.0,355.0,175.0,9.0,47106.8754254595
Infiniti Q50 2021 3.5L Hybrid Blue Sport,3.5,6.0,350.0,250.0,5.0,59817.945383615086
Jeep Grand Cherokee 2021 Summit 5.7L,5.7,8.0,350.0,181.0,5.0,64759.427828348504
BMW 4 Series Gran Coupe 2021 428i,2.0,4.0,245.0,250.0,4.0,55916.77503250975
Lexus RC 2021 350 Platinum,3.5,6.0,314.0,230.0,4.0,54616.38491547464
Lexus IS C 2021 350 Platinum,3.0,6.0,306.0,235.0,4.0,47106.8754254595
Mercedes-Benz C-Class Coupe 2021 C 300,2.0,4.0,258.0,250.0,4.0,55812.74382314694
Lexus NX 2021 200t Platinum,2.0,4.0,235.0,200.0,5.0,54616.38491547464
BMW 3 Series 2021 330i,2.0,4.0,258.0,250.0,5.0,47106.8754254595
GMC Acadia Denali 2021 3.6L V6 (AWD),3.6,6.0,310.0,210.0,7.0,48894.66840052015
Audi A5 Sportback 2021 45 TFSI Design quattro (252 HP),2.0,4.0,252.0,250.0,5.0,57217.16514954486
Nissan Patrol 2021 4.0L XE,4.0,6.0,275.0,200.0,8.0,47106.8754254595
Lexus RC 2021 200t F Sport Prestige,2.0,4.0,350.0,211.0,7.0,57217.16514954486
Ford Mustang 2021 5.0L V8 Convertible GT Premium,5.0,8.0,460.0,240.0,4.0,47106.8754254595
Audi TT Roadster 2021 45 TFSI quattro (230 HP),2.0,4.0,230.0,250.0,2.0,56957.08712613784
Lexus RX 2021 350 Limited,3.5,4.0,296.0,200.0,5.0,57217.16514954486
Audi A5 Coupe 2021 45 TFSI quattro Design (252 HP),2.0,4.0,252.0,250.0,4.0,57217.16514954486
BMW 2 Series Convertible 2021 220i,2.0,4.0,184.0,226.0,4.0,57217.16514954486
BMW X1 2021 xDrive25i,2.0,4.0,231.0,235.0,5.0,57217.16514954486
Infiniti QX70 2021 3.7L Luxe Sensory,3.7,6.0,329.0,230.0,5.0,42392.7178153446
Audi A5 Coupe 2021 45 TFSI quattro Sport (252 HP),2.0,4.0,252.0,250.0,4.0,57217.16514954486
Lexus GX 2021 460 Premier,4.6,8.0,292.0,177.0,7.0,57217.16514954486
Lexus RC 2021 350 F Sport Prestige,3.5,6.0,314.0,230.0,4.0,57217.16514954486
Mercedes-Benz E-Class Saloon 2021 E 250,2.0,4.0,211.0,250.0,5.0,57100.1300390117
Ford Expedition 2021 3.5L EcoBoost LTD,3.5,4.0,385.0,185.0,8.0,67620.28608582575
BMW 4 Series Coupe 2021 428i,2.0,4.0,245.0,250.0,4.0,57737.321196358906
Porsche 718 2021 Boxster,2.0,4.0,300.0,275.0,2.0,61898.56957087126
Lincoln Continental 2021 3.7L Premier,3.7,6.0,379.0,211.0,6.0,57217.16514954486
Audi Q5 2021 45 TFSI quattro,2.0,4.0,272.0,237.0,5.0,58517.55526657997
Audi A3 Sportback 2021 RS3 (367 HP) quattro,2.5,5.0,367.0,250.0,5.0,58517.55526657997
Jaguar F-Pace 2021 2.0T Pure (250 PS),2.0,4.0,246.0,217.0,5.0,51183.35500650195
Lexus NX 2021 Platinum F Sport,2.0,4.0,235.0,200.0,5.0,58517.55526657997
Mercedes-Benz A 45 AMG 2021 2.0T 4MATIC,2.0,4.0,381.0,250.0,5.0,58595.57867360208
Mercedes-Benz E-Class Cabriolet 2021 E 200,2.0,4.0,184.0,235.0,4.0,58595.57867360208
Mercedes-Benz E-Class Cabriolet 2021 E 300,2.0,4.0,245.0,250.0,4.0,58595.57867360208
Mercedes-Benz E-Class Coupe 2021 E 250,1.8,4.0,211.0,250.0,4.0,59557.86736020806
Mercedes-Benz C-Class 2021 C 350 e,2.0,4.0,275.0,209.0,5.0,57607.28218465539
Mercedes-Benz C-Class 2021 C 400 4MATIC,3.0,6.0,333.0,250.0,5.0,59297.78933680104
Mercedes-Benz C-Class Coupe 2021 C 350,3.5,6.0,301.0,250.0,4.0,57737.321196358906
Jaguar F-Pace 2021 2.0T SE (250 PS),2.0,4.0,246.0,217.0,5.0,55318.5955786736
BMW X3 2021 xDrive 20i,2.0,4.0,184.0,210.0,5.0,59817.945383615086
Audi A5 Cabriolet 2021 45 TFSI Design quattro (252 HP),2.0,4.0,252.0,250.0,4.0,59817.945383615086
Jaguar F-Pace 2021 2.0T R-Sport (250 PS),2.0,4.0,246.0,217.0,5.0,58101.43042912874
Ford Expedition EL 2021 3.5L EcoBoost LTD,3.5,4.0,365.0,160.0,8.0,70221.06631989597
BMW 2 Series Coupe 2021 M235i,3.0,6.0,326.0,250.0,4.0,61118.335500650195
Mercedes-Benz SLK-Class 2021 SLK 350,3.5,6.0,306.0,250.0,2.0,60078.023407022105
Volvo S90 2021 T6 AWD R Design,2.0,4.0,320.0,250.0,5.0,59817.945383615086
Ford Expedition EL 2021 3.5L EcoBoost Platinum,3.5,4.0,365.0,160.0,8.0,83224.96749024707
Jaguar F-Pace 2021 5.0L V8 SVR (550 PS),5.0,8.0,550.0,283.0,5.0,103407.022106632
Jaguar F-Pace 2021 S 3.0L V6 (380 PS),3.0,6.0,375.0,250.0,5.0,81950.58517555267
BMW 4 Series Convertible 2021 428i,2.0,4.0,245.0,250.0,4.0,61118.335500650195
Chevrolet Tahoe 2021 Premium 2WD,5.3,4.0,355.0,172.0,8.0,47106.8754254595
Mercedes-Benz E-Class Coupe 2021 E 200,2.0,4.0,184.0,240.0,4.0,59947.98439531859
Lexus RX 2021 350 Prestige,3.5,6.0,296.0,200.0,5.0,61118.335500650195
BMW 2 Series Coupe 2021 230i,2.0,4.0,252.0,250.0,4.0,59817.945383615086
Nissan Patrol 2021 5.6L LE T1,5.6,8.0,400.0,200.0,8.0,47106.8754254595
Mercedes-Benz GLC-Class 2021 GLC 300 4MATIC,2.0,4.0,245.0,235.0,5.0,61690.50715214564
Porsche 718 2021 Cayman S,2.5,4.0,350.0,285.0,2.0,68660.59817945384
Nissan Patrol 2021 5.6L LE T2,5.6,8.0,400.0,200.0,8.0,47106.8754254595
Nissan Patrol 2021 5.6L LE Titanium,5.6,8.0,400.0,200.0,8.0,47106.8754254595
Chevrolet Tahoe 2021 5.3L Premium 4WD,5.3,8.0,355.0,180.0,9.0,47106.8754254595
Nissan Patrol 2021 4.0L SE Titanium,4.0,4.0,395.0,211.0,11.0,47106.8754254595
BMW 3 Series 2021 335i,3.0,6.0,306.0,250.0,5.0,63459.037711313395
BMW 1 Series 2021 m135i,3.0,6.0,326.0,250.0,5.0,63719.11573472041
Dodge Challenger 2021 6.4L R/T Scatpack Widebody,6.4,4.0,470.0,272.0,2.0,47106.8754254595
BMW Z4 Roadster 2021 sDrive30i,2.0,4.0,258.0,250.0,2.0,61118.335500650195
Chevrolet Camaro Coupe 2021 6.2L ZL1,6.2,8.0,650.0,250.0,4.0,75422.6267880364
BMW 2 Series Convertible 2021 m235i,3.0,4.0,326.0,250.0,4.0,62158.647594278285
Audi RS Q3 2021 2.5L TFSI quattro Sportback,2.5,5.0,400.0,280.0,5.0,47106.8754254595
Mercedes-Benz E-Class Saloon 2021 E 63 S 4MATIC+,4.0,4.0,612.0,250.0,5.0,61898.56957087126
Chevrolet Suburban 2021 5.3L Premium 2WD,5.3,4.0,355.0,175.0,8.0,47106.8754254595
Chevrolet Suburban 2021 5.3L RS 4WD,5.3,4.0,355.0,175.0,9.0,47106.8754254595
Porsche 718 2021 Boxster S,2.5,4.0,350.0,285.0,2.0,72301.69050715215
Mercedes-Benz GLA 2021 AMG 45 4MATIC,2.0,4.0,381.0,250.0,5.0,65305.59167750325
Cadillac XT5 2021 3.6L AWD Sport,3.6,6.0,310.0,210.0,5.0,47106.8754254595
BMW Z4 Roadster 2021 sDrive35i,3.0,6.0,306.0,250.0,2.0,66319.89596879063
Audi A7 2021 35 FSI quattro (220 HP),2.8,6.0,220.0,235.0,5.0,66840.05201560468
Lexus GX 2021 460 Prestige,4.6,8.0,292.0,200.0,7.0,65019.50585175552
Lexus IS 2021 350 F-Sport,3.5,6.0,311.0,230.0,5.0,65019.50585175552
BMW 5 Series 2021 530i,2.0,4.0,252.0,250.0,5.0,66840.05201560468
Lexus RC 2021 350 F Sport,3.5,6.0,314.0,230.0,4.0,65019.50585175552
Mercedes-Benz E-Class Cabriolet 2021 E 250,2.0,4.0,211.0,245.0,4.0,65201.560468140444
Chevrolet Suburban 2021 5.3L Premium 4WD,5.3,4.0,355.0,175.0,9.0,47106.8754254595
Volvo XC90 2021 2.0T T5 AWD Momentum,2.0,4.0,254.0,240.0,5.0,61118.335500650195
Mercedes-Benz CLA-Class 2021 CLA 45 S AMG 4MATIC+,2.0,4.0,421.0,250.0,5.0,66579.97399219766
BMW 4 Series Gran Coupe 2021 435i,3.0,6.0,306.0,250.0,4.0,67360.20806241872
Audi A7 2021 40 TFSI (252 HP),2.0,4.0,252.0,250.0,5.0,68920.67620286085
Chrysler 300C 2021 6.4L V8 Hemi SRT8,6.4,4.0,472.0,280.0,5.0,64759.427828348504
Land Rover Discovery 2021 2.0T SE (300 HP),2.0,4.0,300.0,201.0,7.0,65877.7633289987
BMW 5 Series 2021 528i,2.0,4.0,245.0,250.0,5.0,68920.67620286085
Mercedes-Benz E-Class Saloon 2021 E 300,2.0,4.0,245.0,250.0,5.0,68608.58257477243
Dodge Charger 2021 SRT8,6.4,8.0,470.0,281.0,5.0,67620.28608582575
Nissan Patrol 2021 4.0L SE T2,4.0,6.0,275.0,200.0,8.0,47106.8754254595
